Date,Department,Dept_Date_Key,Total_Beds,Occupied_Beds,Occupancy_Rate
2025-03-10,Emergency,Emergency_2025-03-10,60,48,0.8
2025-03-11,Emergency,Emergency_2025-03-11,60,50,0.833
2025-03-12,Emergency,Emergency_2025-03-12,60,46,0.767
2025-03-13,Emergency,Emergency_2025-03-13,60,51,0.85
2025-03-14,Emergency,Emergency_2025-03-14,60,46,0.767
2025-03-15,Emergency,Emergency_2025-03-15,60,44,0.733
2025-03-16,Emergency,Emergency_2025-03-16,60,45,0.75
2025-03-17,Emergency,Emergency_2025-03-17,60,49,0.817
2025-03-18,Emergency,Emergency_2025-03-18,60,46,0.767
2025-03-19,Emergency,Emergency_2025-03-19,60,47,0.783
2025-03-20,Emergency,Emergency_2025-03-20,60,50,0.833
2025-03-21,Emergency,Emergency_2025-03-21,60,45,0.75
2025-03-22,Emergency,Emergency_2025-03-22,60,42,0.7
2025-03-23,Emergency,Emergency_2025-03-23,60,49,0.817
2025-03-24,Emergency,Emergency_2025-03-24,60,47,0.783
2025-03-25,Emergency,Emergency_2025-03-25,60,46,0.767
2025-03-26,Emergency,Emergency_2025-03-26,60,45,0.75
2025-03-27,Emergency,Emergency_2025-03-27,60,51,0.85
2025-03-28,Emergency,Emergency_2025-03-28,60,48,0.8
2025-03-29,Emergency,Emergency_2025-03-29,60,51,0.85
2025-03-30,Emergency,Emergency_2025-03-30,60,49,0.817
2025-03-31,Emergency,Emergency_2025-03-31,60,43,0.717
2025-04-01,Emergency,Emergency_2025-04-01,60,42,0.7
2025-04-02,Emergency,Emergency_2025-04-02,60,51,0.85
2025-04-03,Emergency,Emergency_2025-04-03,60,44,0.733
2025-04-04,Emergency,Emergency_2025-04-04,60,43,0.717
2025-04-05,Emergency,Emergency_2025-04-05,60,47,0.783
2025-04-06,Emergency,Emergency_2025-04-06,60,47,0.783
2025-04-07,Emergency,Emergency_2025-04-07,60,48,0.8
2025-04-08,Emergency,Emergency_2025-04-08,60,49,0.817
2025-04-09,Emergency,Emergency_2025-04-09,60,44,0.733
2025-04-10,Emergency,Emergency_2025-04-10,60,42,0.7
2025-04-11,Emergency,Emergency_2025-04-11,60,41,0.683
2025-04-12,Emergency,Emergency_2025-04-12,60,49,0.817
2025-04-13,Emergency,Emergency_2025-04-13,60,50,0.833
2025-04-14,Emergency,Emergency_2025-04-14,60,49,0.817
2025-04-15,Emergency,Emergency_2025-04-15,60,44,0.733
2025-04-16,Emergency,Emergency_2025-04-16,60,47,0.783
2025-04-17,Emergency,Emergency_2025-04-17,60,47,0.783
2025-04-18,Emergency,Emergency_2025-04-18,60,44,0.733
2025-04-19,Emergency,Emergency_2025-04-19,60,43,0.717
2025-04-20,Emergency,Emergency_2025-04-20,60,49,0.817
2025-04-21,Emergency,Emergency_2025-04-21,60,51,0.85
2025-04-22,Emergency,Emergency_2025-04-22,60,48,0.8
2025-04-23,Emergency,Emergency_2025-04-23,60,45,0.75
2025-04-24,Emergency,Emergency_2025-04-24,60,48,0.8
2025-04-25,Emergency,Emergency_2025-04-25,60,45,0.75
2025-04-26,Emergency,Emergency_2025-04-26,60,49,0.817
2025-04-27,Emergency,Emergency_2025-04-27,60,52,0.867
2025-04-28,Emergency,Emergency_2025-04-28,60,48,0.8
2025-04-29,Emergency,Emergency_2025-04-29,60,49,0.817
2025-04-30,Emergency,Emergency_2025-04-30,60,48,0.8
2025-05-01,Emergency,Emergency_2025-05-01,60,47,0.783
2025-05-02,Emergency,Emergency_2025-05-02,60,45,0.75
2025-05-03,Emergency,Emergency_2025-05-03,60,51,0.85
2025-05-04,Emergency,Emergency_2025-05-04,60,46,0.767
2025-05-05,Emergency,Emergency_2025-05-05,60,47,0.783
2025-05-06,Emergency,Emergency_2025-05-06,60,48,0.8
2025-05-07,Emergency,Emergency_2025-05-07,60,52,0.867
2025-05-08,Emergency,Emergency_2025-05-08,60,44,0.733
2025-05-09,Emergency,Emergency_2025-05-09,60,40,0.667
2025-05-10,Emergency,Emergency_2025-05-10,60,41,0.683
2025-05-11,Emergency,Emergency_2025-05-11,60,45,0.75
2025-05-12,Emergency,Emergency_2025-05-12,60,54,0.9
2025-05-13,Emergency,Emergency_2025-05-13,60,43,0.717
2025-05-14,Emergency,Emergency_2025-05-14,60,45,0.75
2025-05-15,Emergency,Emergency_2025-05-15,60,51,0.85
2025-05-16,Emergency,Emergency_2025-05-16,60,47,0.783
2025-05-17,Emergency,Emergency_2025-05-17,60,46,0.767
2025-05-18,Emergency,Emergency_2025-05-18,60,48,0.8
2025-05-19,Emergency,Emergency_2025-05-19,60,43,0.717
2025-05-20,Emergency,Emergency_2025-05-20,60,52,0.867
2025-05-21,Emergency,Emergency_2025-05-21,60,49,0.817
2025-05-22,Emergency,Emergency_2025-05-22,60,47,0.783
2025-05-23,Emergency,Emergency_2025-05-23,60,49,0.817
2025-05-24,Emergency,Emergency_2025-05-24,60,46,0.767
2025-05-25,Emergency,Emergency_2025-05-25,60,49,0.817
2025-05-26,Emergency,Emergency_2025-05-26,60,46,0.767
2025-05-27,Emergency,Emergency_2025-05-27,60,44,0.733
2025-05-28,Emergency,Emergency_2025-05-28,60,45,0.75
2025-05-29,Emergency,Emergency_2025-05-29,60,51,0.85
2025-05-30,Emergency,Emergency_2025-05-30,60,41,0.683
2025-05-31,Emergency,Emergency_2025-05-31,60,42,0.7
2025-06-01,Emergency,Emergency_2025-06-01,60,45,0.75
2025-06-02,Emergency,Emergency_2025-06-02,60,46,0.767
2025-06-03,Emergency,Emergency_2025-06-03,60,46,0.767
2025-06-04,Emergency,Emergency_2025-06-04,60,46,0.767
2025-06-05,Emergency,Emergency_2025-06-05,60,47,0.783
2025-06-06,Emergency,Emergency_2025-06-06,60,44,0.733
2025-06-07,Emergency,Emergency_2025-06-07,60,47,0.783
2025-06-08,Emergency,Emergency_2025-06-08,60,47,0.783
2025-06-09,Emergency,Emergency_2025-06-09,60,47,0.783
2025-06-10,Emergency,Emergency_2025-06-10,60,49,0.817
2025-06-11,Emergency,Emergency_2025-06-11,60,50,0.833
2025-06-12,Emergency,Emergency_2025-06-12,60,45,0.75
2025-06-13,Emergency,Emergency_2025-06-13,60,46,0.767
2025-06-14,Emergency,Emergency_2025-06-14,60,44,0.733
2025-06-15,Emergency,Emergency_2025-06-15,60,50,0.833
2025-06-16,Emergency,Emergency_2025-06-16,60,49,0.817
2025-06-17,Emergency,Emergency_2025-06-17,60,41,0.683
2025-06-18,Emergency,Emergency_2025-06-18,60,48,0.8
2025-06-19,Emergency,Emergency_2025-06-19,60,43,0.717
2025-06-20,Emergency,Emergency_2025-06-20,60,45,0.75
2025-06-21,Emergency,Emergency_2025-06-21,60,41,0.683
2025-06-22,Emergency,Emergency_2025-06-22,60,45,0.75
2025-06-23,Emergency,Emergency_2025-06-23,60,41,0.683
2025-06-24,Emergency,Emergency_2025-06-24,60,47,0.783
2025-06-25,Emergency,Emergency_2025-06-25,60,45,0.75
2025-06-26,Emergency,Emergency_2025-06-26,60,45,0.75
2025-06-27,Emergency,Emergency_2025-06-27,60,51,0.85
2025-06-28,Emergency,Emergency_2025-06-28,60,50,0.833
2025-06-29,Emergency,Emergency_2025-06-29,60,43,0.717
2025-06-30,Emergency,Emergency_2025-06-30,60,55,0.917
2025-07-01,Emergency,Emergency_2025-07-01,60,46,0.767
2025-07-02,Emergency,Emergency_2025-07-02,60,45,0.75
2025-07-03,Emergency,Emergency_2025-07-03,60,46,0.767
2025-07-04,Emergency,Emergency_2025-07-04,60,52,0.867
2025-07-05,Emergency,Emergency_2025-07-05,60,46,0.767
2025-07-06,Emergency,Emergency_2025-07-06,60,44,0.733
2025-07-07,Emergency,Emergency_2025-07-07,60,46,0.767
2025-07-08,Emergency,Emergency_2025-07-08,60,45,0.75
2025-07-09,Emergency,Emergency_2025-07-09,60,46,0.767
2025-07-10,Emergency,Emergency_2025-07-10,60,44,0.733
2025-07-11,Emergency,Emergency_2025-07-11,60,43,0.717
2025-07-12,Emergency,Emergency_2025-07-12,60,47,0.783
2025-07-13,Emergency,Emergency_2025-07-13,60,50,0.833
2025-07-14,Emergency,Emergency_2025-07-14,60,40,0.667
2025-07-15,Emergency,Emergency_2025-07-15,60,45,0.75
2025-07-16,Emergency,Emergency_2025-07-16,60,50,0.833
2025-07-17,Emergency,Emergency_2025-07-17,60,49,0.817
2025-07-18,Emergency,Emergency_2025-07-18,60,47,0.783
2025-07-19,Emergency,Emergency_2025-07-19,60,43,0.717
2025-07-20,Emergency,Emergency_2025-07-20,60,46,0.767
2025-07-21,Emergency,Emergency_2025-07-21,60,47,0.783
2025-07-22,Emergency,Emergency_2025-07-22,60,49,0.817
2025-07-23,Emergency,Emergency_2025-07-23,60,42,0.7
2025-07-24,Emergency,Emergency_2025-07-24,60,46,0.767
2025-07-25,Emergency,Emergency_2025-07-25,60,48,0.8
2025-07-26,Emergency,Emergency_2025-07-26,60,45,0.75
2025-07-27,Emergency,Emergency_2025-07-27,60,44,0.733
2025-07-28,Emergency,Emergency_2025-07-28,60,48,0.8
2025-07-29,Emergency,Emergency_2025-07-29,60,48,0.8
2025-07-30,Emergency,Emergency_2025-07-30,60,49,0.817
2025-07-31,Emergency,Emergency_2025-07-31,60,48,0.8
2025-08-01,Emergency,Emergency_2025-08-01,60,46,0.767
2025-08-02,Emergency,Emergency_2025-08-02,60,43,0.717
2025-08-03,Emergency,Emergency_2025-08-03,60,52,0.867
2025-08-04,Emergency,Emergency_2025-08-04,60,44,0.733
2025-08-05,Emergency,Emergency_2025-08-05,60,42,0.7
2025-08-06,Emergency,Emergency_2025-08-06,60,44,0.733
2025-08-07,Emergency,Emergency_2025-08-07,60,51,0.85
2025-08-08,Emergency,Emergency_2025-08-08,60,43,0.717
2025-08-09,Emergency,Emergency_2025-08-09,60,47,0.783
2025-08-10,Emergency,Emergency_2025-08-10,60,47,0.783
2025-08-11,Emergency,Emergency_2025-08-11,60,44,0.733
2025-08-12,Emergency,Emergency_2025-08-12,60,46,0.767
2025-08-13,Emergency,Emergency_2025-08-13,60,48,0.8
2025-08-14,Emergency,Emergency_2025-08-14,60,45,0.75
2025-08-15,Emergency,Emergency_2025-08-15,60,41,0.683
2025-08-16,Emergency,Emergency_2025-08-16,60,44,0.733
2025-08-17,Emergency,Emergency_2025-08-17,60,53,0.883
2025-08-18,Emergency,Emergency_2025-08-18,60,45,0.75
2025-08-19,Emergency,Emergency_2025-08-19,60,39,0.65
2025-08-20,Emergency,Emergency_2025-08-20,60,50,0.833
2025-08-21,Emergency,Emergency_2025-08-21,60,47,0.783
2025-08-22,Emergency,Emergency_2025-08-22,60,42,0.7
2025-08-23,Emergency,Emergency_2025-08-23,60,49,0.817
2025-08-24,Emergency,Emergency_2025-08-24,60,51,0.85
2025-08-25,Emergency,Emergency_2025-08-25,60,46,0.767
2025-08-26,Emergency,Emergency_2025-08-26,60,47,0.783
2025-08-27,Emergency,Emergency_2025-08-27,60,48,0.8
2025-08-28,Emergency,Emergency_2025-08-28,60,48,0.8
2025-08-29,Emergency,Emergency_2025-08-29,60,48,0.8
2025-08-30,Emergency,Emergency_2025-08-30,60,50,0.833
2025-08-31,Emergency,Emergency_2025-08-31,60,46,0.767
2025-09-01,Emergency,Emergency_2025-09-01,60,45,0.75
2025-09-02,Emergency,Emergency_2025-09-02,60,39,0.65
2025-09-03,Emergency,Emergency_2025-09-03,60,48,0.8
2025-09-04,Emergency,Emergency_2025-09-04,60,45,0.75
2025-09-05,Emergency,Emergency_2025-09-05,60,48,0.8
2025-09-06,Emergency,Emergency_2025-09-06,60,46,0.767
2025-09-07,Emergency,Emergency_2025-09-07,60,48,0.8
2025-09-08,Emergency,Emergency_2025-09-08,60,44,0.733
2025-09-09,Emergency,Emergency_2025-09-09,60,46,0.767
2025-09-10,Emergency,Emergency_2025-09-10,60,46,0.767
2025-09-11,Emergency,Emergency_2025-09-11,60,43,0.717
2025-09-12,Emergency,Emergency_2025-09-12,60,45,0.75
2025-09-13,Emergency,Emergency_2025-09-13,60,44,0.733
2025-09-14,Emergency,Emergency_2025-09-14,60,46,0.767
2025-09-15,Emergency,Emergency_2025-09-15,60,46,0.767
2025-09-16,Emergency,Emergency_2025-09-16,60,43,0.717
2025-09-17,Emergency,Emergency_2025-09-17,60,45,0.75
2025-09-18,Emergency,Emergency_2025-09-18,60,46,0.767
2025-09-19,Emergency,Emergency_2025-09-19,60,55,0.917
2025-09-20,Emergency,Emergency_2025-09-20,60,43,0.717
2025-09-21,Emergency,Emergency_2025-09-21,60,47,0.783
2025-09-22,Emergency,Emergency_2025-09-22,60,46,0.767
2025-09-23,Emergency,Emergency_2025-09-23,60,45,0.75
2025-09-24,Emergency,Emergency_2025-09-24,60,44,0.733
2025-09-25,Emergency,Emergency_2025-09-25,60,43,0.717
2025-09-26,Emergency,Emergency_2025-09-26,60,41,0.683
2025-09-27,Emergency,Emergency_2025-09-27,60,43,0.717
2025-09-28,Emergency,Emergency_2025-09-28,60,44,0.733
2025-09-29,Emergency,Emergency_2025-09-29,60,50,0.833
2025-09-30,Emergency,Emergency_2025-09-30,60,44,0.733
2025-10-01,Emergency,Emergency_2025-10-01,60,47,0.783
2025-10-02,Emergency,Emergency_2025-10-02,60,45,0.75
2025-10-03,Emergency,Emergency_2025-10-03,60,42,0.7
2025-10-04,Emergency,Emergency_2025-10-04,60,48,0.8
2025-10-05,Emergency,Emergency_2025-10-05,60,50,0.833
2025-10-06,Emergency,Emergency_2025-10-06,60,49,0.817
2025-10-07,Emergency,Emergency_2025-10-07,60,53,0.883
2025-10-08,Emergency,Emergency_2025-10-08,60,48,0.8
2025-10-09,Emergency,Emergency_2025-10-09,60,49,0.817
2025-10-10,Emergency,Emergency_2025-10-10,60,49,0.817
2025-10-11,Emergency,Emergency_2025-10-11,60,44,0.733
2025-10-12,Emergency,Emergency_2025-10-12,60,50,0.833
2025-10-13,Emergency,Emergency_2025-10-13,60,51,0.85
2025-10-14,Emergency,Emergency_2025-10-14,60,43,0.717
2025-10-15,Emergency,Emergency_2025-10-15,60,48,0.8
2025-10-16,Emergency,Emergency_2025-10-16,60,39,0.65
2025-10-17,Emergency,Emergency_2025-10-17,60,53,0.883
2025-10-18,Emergency,Emergency_2025-10-18,60,49,0.817
2025-10-19,Emergency,Emergency_2025-10-19,60,43,0.717
2025-10-20,Emergency,Emergency_2025-10-20,60,54,0.9
2025-10-21,Emergency,Emergency_2025-10-21,60,49,0.817
2025-10-22,Emergency,Emergency_2025-10-22,60,49,0.817
2025-10-23,Emergency,Emergency_2025-10-23,60,47,0.783
2025-10-24,Emergency,Emergency_2025-10-24,60,49,0.817
2025-10-25,Emergency,Emergency_2025-10-25,60,47,0.783
2025-10-26,Emergency,Emergency_2025-10-26,60,45,0.75
2025-10-27,Emergency,Emergency_2025-10-27,60,49,0.817
2025-10-28,Emergency,Emergency_2025-10-28,60,46,0.767
2025-10-29,Emergency,Emergency_2025-10-29,60,45,0.75
2025-10-30,Emergency,Emergency_2025-10-30,60,42,0.7
2025-10-31,Emergency,Emergency_2025-10-31,60,44,0.733
2025-11-01,Emergency,Emergency_2025-11-01,60,41,0.683
2025-11-02,Emergency,Emergency_2025-11-02,60,48,0.8
2025-11-03,Emergency,Emergency_2025-11-03,60,51,0.85
2025-11-04,Emergency,Emergency_2025-11-04,60,52,0.867
2025-11-05,Emergency,Emergency_2025-11-05,60,47,0.783
2025-11-06,Emergency,Emergency_2025-11-06,60,45,0.75
2025-11-07,Emergency,Emergency_2025-11-07,60,46,0.767
2025-11-08,Emergency,Emergency_2025-11-08,60,50,0.833
2025-11-09,Emergency,Emergency_2025-11-09,60,49,0.817
2025-11-10,Emergency,Emergency_2025-11-10,60,44,0.733
2025-11-11,Emergency,Emergency_2025-11-11,60,45,0.75
2025-11-12,Emergency,Emergency_2025-11-12,60,45,0.75
2025-11-13,Emergency,Emergency_2025-11-13,60,51,0.85
2025-11-14,Emergency,Emergency_2025-11-14,60,51,0.85
2025-11-15,Emergency,Emergency_2025-11-15,60,51,0.85
2025-11-16,Emergency,Emergency_2025-11-16,60,49,0.817
2025-11-17,Emergency,Emergency_2025-11-17,60,46,0.767
2025-11-18,Emergency,Emergency_2025-11-18,60,47,0.783
2025-11-19,Emergency,Emergency_2025-11-19,60,43,0.717
2025-11-20,Emergency,Emergency_2025-11-20,60,44,0.733
2025-11-21,Emergency,Emergency_2025-11-21,60,49,0.817
2025-11-22,Emergency,Emergency_2025-11-22,60,50,0.833
2025-11-23,Emergency,Emergency_2025-11-23,60,48,0.8
2025-11-24,Emergency,Emergency_2025-11-24,60,45,0.75
2025-11-25,Emergency,Emergency_2025-11-25,60,47,0.783
2025-11-26,Emergency,Emergency_2025-11-26,60,46,0.767
2025-11-27,Emergency,Emergency_2025-11-27,60,46,0.767
2025-11-28,Emergency,Emergency_2025-11-28,60,44,0.733
2025-11-29,Emergency,Emergency_2025-11-29,60,48,0.8
2025-11-30,Emergency,Emergency_2025-11-30,60,48,0.8
2025-12-01,Emergency,Emergency_2025-12-01,60,46,0.767
2025-12-02,Emergency,Emergency_2025-12-02,60,51,0.85
2025-12-03,Emergency,Emergency_2025-12-03,60,49,0.817
2025-12-04,Emergency,Emergency_2025-12-04,60,48,0.8
2025-12-05,Emergency,Emergency_2025-12-05,60,51,0.85
2025-12-06,Emergency,Emergency_2025-12-06,60,46,0.767
2025-12-07,Emergency,Emergency_2025-12-07,60,50,0.833
2025-12-08,Emergency,Emergency_2025-12-08,60,48,0.8
2025-12-09,Emergency,Emergency_2025-12-09,60,43,0.717
2025-12-10,Emergency,Emergency_2025-12-10,60,50,0.833
2025-12-11,Emergency,Emergency_2025-12-11,60,41,0.683
2025-12-12,Emergency,Emergency_2025-12-12,60,48,0.8
2025-12-13,Emergency,Emergency_2025-12-13,60,43,0.717
2025-12-14,Emergency,Emergency_2025-12-14,60,45,0.75
2025-12-15,Emergency,Emergency_2025-12-15,60,49,0.817
2025-12-16,Emergency,Emergency_2025-12-16,60,50,0.833
2025-12-17,Emergency,Emergency_2025-12-17,60,41,0.683
2025-12-18,Emergency,Emergency_2025-12-18,60,45,0.75
2025-12-19,Emergency,Emergency_2025-12-19,60,44,0.733
2025-12-20,Emergency,Emergency_2025-12-20,60,45,0.75
2025-12-21,Emergency,Emergency_2025-12-21,60,47,0.783
2025-12-22,Emergency,Emergency_2025-12-22,60,51,0.85
2025-12-23,Emergency,Emergency_2025-12-23,60,51,0.85
2025-12-24,Emergency,Emergency_2025-12-24,60,49,0.817
2025-12-25,Emergency,Emergency_2025-12-25,60,46,0.767
2025-12-26,Emergency,Emergency_2025-12-26,60,48,0.8
2025-12-27,Emergency,Emergency_2025-12-27,60,47,0.783
2025-12-28,Emergency,Emergency_2025-12-28,60,42,0.7
2025-12-29,Emergency,Emergency_2025-12-29,60,45,0.75
2025-12-30,Emergency,Emergency_2025-12-30,60,46,0.767
2025-12-31,Emergency,Emergency_2025-12-31,60,47,0.783
2024-01-01,ICU,ICU_2024-01-01,40,37,0.925
2024-01-02,ICU,ICU_2024-01-02,40,34,0.85
2024-01-03,ICU,ICU_2024-01-03,40,38,0.95
2024-01-04,ICU,ICU_2024-01-04,40,34,0.85
2024-01-05,ICU,ICU_2024-01-05,40,38,0.95
2024-01-06,ICU,ICU_2024-01-06,40,40,1.0
2024-01-07,ICU,ICU_2024-01-07,40,36,0.9
2024-01-08,ICU,ICU_2024-01-08,40,36,0.9
2024-01-09,ICU,ICU_2024-01-09,40,36,0.9
2024-01-10,ICU,ICU_2024-01-10,40,37,0.925
2024-01-11,ICU,ICU_2024-01-11,40,37,0.925
2024-01-12,ICU,ICU_2024-01-12,40,36,0.9
2024-01-13,ICU,ICU_2024-01-13,40,40,1.0
2024-01-14,ICU,ICU_2024-01-14,40,34,0.85
2024-01-15,ICU,ICU_2024-01-15,40,38,0.95
2024-01-16,ICU,ICU_2024-01-16,40,35,0.875
2024-01-17,ICU,ICU_2024-01-17,40,36,0.9
2024-01-18,ICU,ICU_2024-01-18,40,37,0.925
2024-01-19,ICU,ICU_2024-01-19,40,38,0.95
2024-01-20,ICU,ICU_2024-01-20,40,34,0.85
2024-01-21,ICU,ICU_2024-01-21,40,35,0.875
2024-01-22,ICU,ICU_2024-01-22,40,33,0.825
2024-01-23,ICU,ICU_2024-01-23,40,40,1.0
2024-01-24,ICU,ICU_2024-01-24,40,36,0.9
2024-01-25,ICU,ICU_2024-01-25,40,34,0.85
2024-01-26,ICU,ICU_2024-01-26,40,36,0.9
2024-01-27,ICU,ICU_2024-01-27,40,38,0.95
2024-01-28,ICU,ICU_2024-01-28,40,37,0.925
2024-01-29,ICU,ICU_2024-01-29,40,36,0.9
2024-01-30,ICU,ICU_2024-01-30,40,37,0.925
2024-01-31,ICU,ICU_2024-01-31,40,35,0.875
2024-02-01,ICU,ICU_2024-02-01,40,40,1.0
2024-02-02,ICU,ICU_2024-02-02,40,39,0.975
2024-02-03,ICU,ICU_2024-02-03,40,37,0.925
2024-02-04,ICU,ICU_2024-02-04,40,37,0.925
2024-02-05,ICU,ICU_2024-02-05,40,35,0.875
2024-02-06,ICU,ICU_2024-02-06,40,35,0.875
2024-02-07,ICU,ICU_2024-02-07,40,34,0.85
2024-02-08,ICU,ICU_2024-02-08,40,35,0.875
2024-02-09,ICU,ICU_2024-02-09,40,37,0.925
2024-02-10,ICU,ICU_2024-02-10,40,39,0.975
2024-02-11,ICU,ICU_2024-02-11,40,36,0.9
2024-02-12,ICU,ICU_2024-02-12,40,39,0.975
2024-02-13,ICU,ICU_2024-02-13,40,37,0.925
2024-02-14,ICU,ICU_2024-02-14,40,39,0.975
2024-02-15,ICU,ICU_2024-02-15,40,37,0.925
2024-02-16,ICU,ICU_2024-02-16,40,32,0.8
2024-02-17,ICU,ICU_2024-02-17,40,37,0.925
2024-02-18,ICU,ICU_2024-02-18,40,37,0.925
2024-02-19,ICU,ICU_2024-02-19,40,38,0.95
2024-02-20,ICU,ICU_2024-02-20,40,36,0.9
2024-02-21,ICU,ICU_2024-02-21,40,36,0.9
2024-02-22,ICU,ICU_2024-02-22,40,32,0.8
2024-02-23,ICU,ICU_2024-02-23,40,37,0.925
2024-02-24,ICU,ICU_2024-02-24,40,37,0.925
2024-02-25,ICU,ICU_2024-02-25,40,39,0.975
2024-02-26,ICU,ICU_2024-02-26,40,39,0.975
2024-02-27,ICU,ICU_2024-02-27,40,38,0.95
2024-02-28,ICU,ICU_2024-02-28,40,39,0.975
2024-02-29,ICU,ICU_2024-02-29,40,37,0.925
2024-03-01,ICU,ICU_2024-03-01,40,36,0.9
2024-03-02,ICU,ICU_2024-03-02,40,37,0.925
2024-03-03,ICU,ICU_2024-03-03,40,37,0.925
2024-03-04,ICU,ICU_2024-03-04,40,37,0.925
2024-03-05,ICU,ICU_2024-03-05,40,39,0.975
2024-03-06,ICU,ICU_2024-03-06,40,36,0.9
2024-03-07,ICU,ICU_2024-03-07,40,36,0.9
2024-03-08,ICU,ICU_2024-03-08,40,35,0.875
2024-03-09,ICU,ICU_2024-03-09,40,39,0.975
2024-03-10,ICU,ICU_2024-03-10,40,39,0.975
2024-03-11,ICU,ICU_2024-03-11,40,39,0.975
2024-03-12,ICU,ICU_2024-03-12,40,36,0.9
2024-03-13,ICU,ICU_2024-03-13,40,38,0.95
2024-03-14,ICU,ICU_2024-03-14,40,37,0.925
2024-03-15,ICU,ICU_2024-03-15,40,36,0.9
2024-03-16,ICU,ICU_2024-03-16,40,39,0.975
2024-03-17,ICU,ICU_2024-03-17,40,39,0.975
2024-03-18,ICU,ICU_2024-03-18,40,32,0.8
2024-03-19,ICU,ICU_2024-03-19,40,40,1.0
2024-03-20,ICU,ICU_2024-03-20,40,36,0.9
2024-03-21,ICU,ICU_2024-03-21,40,31,0.775
2024-03-22,ICU,ICU_2024-03-22,40,34,0.85
2024-03-23,ICU,ICU_2024-03-23,40,37,0.925
2024-03-24,ICU,ICU_2024-03-24,40,40,1.0
2024-03-25,ICU,ICU_2024-03-25,40,38,0.95
2024-03-26,ICU,ICU_2024-03-26,40,35,0.875
2024-03-27,ICU,ICU_2024-03-27,40,36,0.9
2024-03-28,ICU,ICU_2024-03-28,40,35,0.875
2024-03-29,ICU,ICU_2024-03-29,40,39,0.975
2024-03-30,ICU,ICU_2024-03-30,40,38,0.95
2024-03-31,ICU,ICU_2024-03-31,40,37,0.925
2024-04-01,ICU,ICU_2024-04-01,40,34,0.85
2024-04-02,ICU,ICU_2024-04-02,40,33,0.825
2024-04-03,ICU,ICU_2024-04-03,40,34,0.85
2024-04-04,ICU,ICU_2024-04-04,40,38,0.95
2024-04-05,ICU,ICU_2024-04-05,40,38,0.95
2024-04-06,ICU,ICU_2024-04-06,40,37,0.925
2024-04-07,ICU,ICU_2024-04-07,40,38,0.95
2024-04-08,ICU,ICU_2024-04-08,40,37,0.925
2024-04-09,ICU,ICU_2024-04-09,40,37,0.925
2024-04-10,ICU,ICU_2024-04-10,40,35,0.875
2024-04-11,ICU,ICU_2024-04-11,40,37,0.925
2024-04-12,ICU,ICU_2024-04-12,40,39,0.975
2024-04-13,ICU,ICU_2024-04-13,40,34,0.85
2024-04-14,ICU,ICU_2024-04-14,40,36,0.9
2024-04-15,ICU,ICU_2024-04-15,40,36,0.9
2024-04-16,ICU,ICU_2024-04-16,40,36,0.9
2024-04-17,ICU,ICU_2024-04-17,40,35,0.875
2024-04-18,ICU,ICU_2024-04-18,40,34,0.85
2024-04-19,ICU,ICU_2024-04-19,40,39,0.975
2024-04-20,ICU,ICU_2024-04-20,40,34,0.85
2024-04-21,ICU,ICU_2024-04-21,40,36,0.9
2024-04-22,ICU,ICU_2024-04-22,40,37,0.925
2024-04-23,ICU,ICU_2024-04-23,40,33,0.825
2024-04-24,ICU,ICU_2024-04-24,40,40,1.0
2024-04-25,ICU,ICU_2024-04-25,40,32,0.8
2024-04-26,ICU,ICU_2024-04-26,40,37,0.925
2024-04-27,ICU,ICU_2024-04-27,40,34,0.85
2024-04-28,ICU,ICU_2024-04-28,40,34,0.85
2024-04-29,ICU,ICU_2024-04-29,40,33,0.825
2024-04-30,ICU,ICU_2024-04-30,40,33,0.825
2024-05-01,ICU,ICU_2024-05-01,40,35,0.875
2024-05-02,ICU,ICU_2024-05-02,40,34,0.85
2024-05-03,ICU,ICU_2024-05-03,40,34,0.85
2024-05-04,ICU,ICU_2024-05-04,40,39,0.975
2024-05-05,ICU,ICU_2024-05-05,40,36,0.9
2024-05-06,ICU,ICU_2024-05-06,40,38,0.95
2024-05-07,ICU,ICU_2024-05-07,40,37,0.925
2024-05-08,ICU,ICU_2024-05-08,40,38,0.95
2024-05-09,ICU,ICU_2024-05-09,40,35,0.875
2024-05-10,ICU,ICU_2024-05-10,40,35,0.875
2024-05-11,ICU,ICU_2024-05-11,40,36,0.9
2024-05-12,ICU,ICU_2024-05-12,40,39,0.975
2024-05-13,ICU,ICU_2024-05-13,40,35,0.875
2024-05-14,ICU,ICU_2024-05-14,40,36,0.9
2024-05-15,ICU,ICU_2024-05-15,40,39,0.975
2024-05-16,ICU,ICU_2024-05-16,40,40,1.0
2024-05-17,ICU,ICU_2024-05-17,40,34,0.85
2024-05-18,ICU,ICU_2024-05-18,40,39,0.975
2024-05-19,ICU,ICU_2024-05-19,40,37,0.925
2024-05-20,ICU,ICU_2024-05-20,40,31,0.775
2024-05-21,ICU,ICU_2024-05-21,40,35,0.875
