Date,Department,Dept_Date_Key,Nurses_On_Shift,Patients_Assigned,Patient_To_Nurse_Ratio
2025-03-10,Emergency,Emergency_2025-03-10,12,48,4.0
2025-03-11,Emergency,Emergency_2025-03-11,12,50,4.17
2025-03-12,Emergency,Emergency_2025-03-12,12,46,3.83
2025-03-13,Emergency,Emergency_2025-03-13,13,51,3.92
2025-03-14,Emergency,Emergency_2025-03-14,12,46,3.83
2025-03-15,Emergency,Emergency_2025-03-15,11,44,4.0
2025-03-16,Emergency,Emergency_2025-03-16,11,45,4.09
2025-03-17,Emergency,Emergency_2025-03-17,12,49,4.08
2025-03-18,Emergency,Emergency_2025-03-18,12,46,3.83
2025-03-19,Emergency,Emergency_2025-03-19,12,47,3.92
2025-03-20,Emergency,Emergency_2025-03-20,12,50,4.17
2025-03-21,Emergency,Emergency_2025-03-21,11,45,4.09
2025-03-22,Emergency,Emergency_2025-03-22,10,42,4.2
2025-03-23,Emergency,Emergency_2025-03-23,12,49,4.08
2025-03-24,Emergency,Emergency_2025-03-24,12,47,3.92
2025-03-25,Emergency,Emergency_2025-03-25,12,46,3.83
2025-03-26,Emergency,Emergency_2025-03-26,11,45,4.09
2025-03-27,Emergency,Emergency_2025-03-27,13,51,3.92
2025-03-28,Emergency,Emergency_2025-03-28,12,48,4.0
2025-03-29,Emergency,Emergency_2025-03-29,13,51,3.92
2025-03-30,Emergency,Emergency_2025-03-30,12,49,4.08
2025-03-31,Emergency,Emergency_2025-03-31,11,43,3.91
2025-04-01,Emergency,Emergency_2025-04-01,10,42,4.2
2025-04-02,Emergency,Emergency_2025-04-02,13,51,3.92
2025-04-03,Emergency,Emergency_2025-04-03,11,44,4.0
2025-04-04,Emergency,Emergency_2025-04-04,11,43,3.91
2025-04-05,Emergency,Emergency_2025-04-05,12,47,3.92
2025-04-06,Emergency,Emergency_2025-04-06,12,47,3.92
2025-04-07,Emergency,Emergency_2025-04-07,12,48,4.0
2025-04-08,Emergency,Emergency_2025-04-08,12,49,4.08
2025-04-09,Emergency,Emergency_2025-04-09,11,44,4.0
2025-04-10,Emergency,Emergency_2025-04-10,10,42,4.2
2025-04-11,Emergency,Emergency_2025-04-11,10,41,4.1
2025-04-12,Emergency,Emergency_2025-04-12,12,49,4.08
2025-04-13,Emergency,Emergency_2025-04-13,12,50,4.17
2025-04-14,Emergency,Emergency_2025-04-14,12,49,4.08
2025-04-15,Emergency,Emergency_2025-04-15,11,44,4.0
2025-04-16,Emergency,Emergency_2025-04-16,12,47,3.92
2025-04-17,Emergency,Emergency_2025-04-17,12,47,3.92
2025-04-18,Emergency,Emergency_2025-04-18,11,44,4.0
2025-04-19,Emergency,Emergency_2025-04-19,11,43,3.91
2025-04-20,Emergency,Emergency_2025-04-20,12,49,4.08
2025-04-21,Emergency,Emergency_2025-04-21,13,51,3.92
2025-04-22,Emergency,Emergency_2025-04-22,12,48,4.0
2025-04-23,Emergency,Emergency_2025-04-23,11,45,4.09
2025-04-24,Emergency,Emergency_2025-04-24,12,48,4.0
2025-04-25,Emergency,Emergency_2025-04-25,11,45,4.09
2025-04-26,Emergency,Emergency_2025-04-26,12,49,4.08
2025-04-27,Emergency,Emergency_2025-04-27,13,52,4.0
2025-04-28,Emergency,Emergency_2025-04-28,12,48,4.0
2025-04-29,Emergency,Emergency_2025-04-29,12,49,4.08
2025-04-30,Emergency,Emergency_2025-04-30,12,48,4.0
2025-05-01,Emergency,Emergency_2025-05-01,12,47,3.92
2025-05-02,Emergency,Emergency_2025-05-02,11,45,4.09
2025-05-03,Emergency,Emergency_2025-05-03,13,51,3.92
2025-05-04,Emergency,Emergency_2025-05-04,12,46,3.83
2025-05-05,Emergency,Emergency_2025-05-05,12,47,3.92
2025-05-06,Emergency,Emergency_2025-05-06,12,48,4.0
2025-05-07,Emergency,Emergency_2025-05-07,13,52,4.0
2025-05-08,Emergency,Emergency_2025-05-08,11,44,4.0
2025-05-09,Emergency,Emergency_2025-05-09,10,40,4.0
2025-05-10,Emergency,Emergency_2025-05-10,10,41,4.1
2025-05-11,Emergency,Emergency_2025-05-11,11,45,4.09
2025-05-12,Emergency,Emergency_2025-05-12,14,54,3.86
2025-05-13,Emergency,Emergency_2025-05-13,11,43,3.91
2025-05-14,Emergency,Emergency_2025-05-14,11,45,4.09
2025-05-15,Emergency,Emergency_2025-05-15,13,51,3.92
2025-05-16,Emergency,Emergency_2025-05-16,12,47,3.92
2025-05-17,Emergency,Emergency_2025-05-17,12,46,3.83
2025-05-18,Emergency,Emergency_2025-05-18,12,48,4.0
2025-05-19,Emergency,Emergency_2025-05-19,11,43,3.91
2025-05-20,Emergency,Emergency_2025-05-20,13,52,4.0
2025-05-21,Emergency,Emergency_2025-05-21,12,49,4.08
2025-05-22,Emergency,Emergency_2025-05-22,12,47,3.92
2025-05-23,Emergency,Emergency_2025-05-23,12,49,4.08
2025-05-24,Emergency,Emergency_2025-05-24,12,46,3.83
2025-05-25,Emergency,Emergency_2025-05-25,12,49,4.08
2025-05-26,Emergency,Emergency_2025-05-26,12,46,3.83
2025-05-27,Emergency,Emergency_2025-05-27,11,44,4.0
2025-05-28,Emergency,Emergency_2025-05-28,11,45,4.09
2025-05-29,Emergency,Emergency_2025-05-29,13,51,3.92
2025-05-30,Emergency,Emergency_2025-05-30,10,41,4.1
2025-05-31,Emergency,Emergency_2025-05-31,10,42,4.2
2025-06-01,Emergency,Emergency_2025-06-01,11,45,4.09
2025-06-02,Emergency,Emergency_2025-06-02,12,46,3.83
2025-06-03,Emergency,Emergency_2025-06-03,12,46,3.83
2025-06-04,Emergency,Emergency_2025-06-04,12,46,3.83
2025-06-05,Emergency,Emergency_2025-06-05,12,47,3.92
2025-06-06,Emergency,Emergency_2025-06-06,11,44,4.0
2025-06-07,Emergency,Emergency_2025-06-07,12,47,3.92
2025-06-08,Emergency,Emergency_2025-06-08,12,47,3.92
2025-06-09,Emergency,Emergency_2025-06-09,12,47,3.92
2025-06-10,Emergency,Emergency_2025-06-10,12,49,4.08
2025-06-11,Emergency,Emergency_2025-06-11,12,50,4.17
2025-06-12,Emergency,Emergency_2025-06-12,11,45,4.09
2025-06-13,Emergency,Emergency_2025-06-13,12,46,3.83
2025-06-14,Emergency,Emergency_2025-06-14,11,44,4.0
2025-06-15,Emergency,Emergency_2025-06-15,12,50,4.17
2025-06-16,Emergency,Emergency_2025-06-16,12,49,4.08
2025-06-17,Emergency,Emergency_2025-06-17,10,41,4.1
2025-06-18,Emergency,Emergency_2025-06-18,12,48,4.0
2025-06-19,Emergency,Emergency_2025-06-19,11,43,3.91
2025-06-20,Emergency,Emergency_2025-06-20,11,45,4.09
2025-06-21,Emergency,Emergency_2025-06-21,10,41,4.1
2025-06-22,Emergency,Emergency_2025-06-22,11,45,4.09
2025-06-23,Emergency,Emergency_2025-06-23,10,41,4.1
2025-06-24,Emergency,Emergency_2025-06-24,12,47,3.92
2025-06-25,Emergency,Emergency_2025-06-25,11,45,4.09
2025-06-26,Emergency,Emergency_2025-06-26,11,45,4.09
2025-06-27,Emergency,Emergency_2025-06-27,13,51,3.92
2025-06-28,Emergency,Emergency_2025-06-28,12,50,4.17
2025-06-29,Emergency,Emergency_2025-06-29,11,43,3.91
2025-06-30,Emergency,Emergency_2025-06-30,14,55,3.93
2025-07-01,Emergency,Emergency_2025-07-01,12,46,3.83
2025-07-02,Emergency,Emergency_2025-07-02,11,45,4.09
2025-07-03,Emergency,Emergency_2025-07-03,12,46,3.83
2025-07-04,Emergency,Emergency_2025-07-04,13,52,4.0
2025-07-05,Emergency,Emergency_2025-07-05,12,46,3.83
2025-07-06,Emergency,Emergency_2025-07-06,11,44,4.0
2025-07-07,Emergency,Emergency_2025-07-07,12,46,3.83
2025-07-08,Emergency,Emergency_2025-07-08,11,45,4.09
2025-07-09,Emergency,Emergency_2025-07-09,12,46,3.83
2025-07-10,Emergency,Emergency_2025-07-10,11,44,4.0
2025-07-11,Emergency,Emergency_2025-07-11,11,43,3.91
2025-07-12,Emergency,Emergency_2025-07-12,12,47,3.92
2025-07-13,Emergency,Emergency_2025-07-13,12,50,4.17
2025-07-14,Emergency,Emergency_2025-07-14,10,40,4.0
2025-07-15,Emergency,Emergency_2025-07-15,11,45,4.09
2025-07-16,Emergency,Emergency_2025-07-16,12,50,4.17
2025-07-17,Emergency,Emergency_2025-07-17,12,49,4.08
2025-07-18,Emergency,Emergency_2025-07-18,12,47,3.92
2025-07-19,Emergency,Emergency_2025-07-19,11,43,3.91
2025-07-20,Emergency,Emergency_2025-07-20,12,46,3.83
2025-07-21,Emergency,Emergency_2025-07-21,12,47,3.92
2025-07-22,Emergency,Emergency_2025-07-22,12,49,4.08
2025-07-23,Emergency,Emergency_2025-07-23,10,42,4.2
2025-07-24,Emergency,Emergency_2025-07-24,12,46,3.83
2025-07-25,Emergency,Emergency_2025-07-25,12,48,4.0
2025-07-26,Emergency,Emergency_2025-07-26,11,45,4.09
2025-07-27,Emergency,Emergency_2025-07-27,11,44,4.0
2025-07-28,Emergency,Emergency_2025-07-28,12,48,4.0
2025-07-29,Emergency,Emergency_2025-07-29,12,48,4.0
2025-07-30,Emergency,Emergency_2025-07-30,12,49,4.08
2025-07-31,Emergency,Emergency_2025-07-31,12,48,4.0
2025-08-01,Emergency,Emergency_2025-08-01,12,46,3.83
2025-08-02,Emergency,Emergency_2025-08-02,11,43,3.91
2025-08-03,Emergency,Emergency_2025-08-03,13,52,4.0
2025-08-04,Emergency,Emergency_2025-08-04,11,44,4.0
2025-08-05,Emergency,Emergency_2025-08-05,10,42,4.2
2025-08-06,Emergency,Emergency_2025-08-06,11,44,4.0
2025-08-07,Emergency,Emergency_2025-08-07,13,51,3.92
2025-08-08,Emergency,Emergency_2025-08-08,11,43,3.91
2025-08-09,Emergency,Emergency_2025-08-09,12,47,3.92
2025-08-10,Emergency,Emergency_2025-08-10,12,47,3.92
2025-08-11,Emergency,Emergency_2025-08-11,11,44,4.0
2025-08-12,Emergency,Emergency_2025-08-12,12,46,3.83
2025-08-13,Emergency,Emergency_2025-08-13,12,48,4.0
2025-08-14,Emergency,Emergency_2025-08-14,11,45,4.09
2025-08-15,Emergency,Emergency_2025-08-15,10,41,4.1
2025-08-16,Emergency,Emergency_2025-08-16,11,44,4.0
2025-08-17,Emergency,Emergency_2025-08-17,13,53,4.08
2025-08-18,Emergency,Emergency_2025-08-18,11,45,4.09
2025-08-19,Emergency,Emergency_2025-08-19,10,39,3.9
2025-08-20,Emergency,Emergency_2025-08-20,12,50,4.17
2025-08-21,Emergency,Emergency_2025-08-21,12,47,3.92
2025-08-22,Emergency,Emergency_2025-08-22,10,42,4.2
2025-08-23,Emergency,Emergency_2025-08-23,12,49,4.08
2025-08-24,Emergency,Emergency_2025-08-24,13,51,3.92
2025-08-25,Emergency,Emergency_2025-08-25,12,46,3.83
2025-08-26,Emergency,Emergency_2025-08-26,12,47,3.92
2025-08-27,Emergency,Emergency_2025-08-27,12,48,4.0
2025-08-28,Emergency,Emergency_2025-08-28,12,48,4.0
2025-08-29,Emergency,Emergency_2025-08-29,12,48,4.0
2025-08-30,Emergency,Emergency_2025-08-30,12,50,4.17
2025-08-31,Emergency,Emergency_2025-08-31,12,46,3.83
2025-09-01,Emergency,Emergency_2025-09-01,11,45,4.09
2025-09-02,Emergency,Emergency_2025-09-02,10,39,3.9
2025-09-03,Emergency,Emergency_2025-09-03,12,48,4.0
2025-09-04,Emergency,Emergency_2025-09-04,11,45,4.09
2025-09-05,Emergency,Emergency_2025-09-05,12,48,4.0
2025-09-06,Emergency,Emergency_2025-09-06,12,46,3.83
2025-09-07,Emergency,Emergency_2025-09-07,12,48,4.0
2025-09-08,Emergency,Emergency_2025-09-08,11,44,4.0
2025-09-09,Emergency,Emergency_2025-09-09,12,46,3.83
2025-09-10,Emergency,Emergency_2025-09-10,12,46,3.83
2025-09-11,Emergency,Emergency_2025-09-11,11,43,3.91
2025-09-12,Emergency,Emergency_2025-09-12,11,45,4.09
2025-09-13,Emergency,Emergency_2025-09-13,11,44,4.0
2025-09-14,Emergency,Emergency_2025-09-14,12,46,3.83
2025-09-15,Emergency,Emergency_2025-09-15,12,46,3.83
2025-09-16,Emergency,Emergency_2025-09-16,11,43,3.91
2025-09-17,Emergency,Emergency_2025-09-17,11,45,4.09
2025-09-18,Emergency,Emergency_2025-09-18,12,46,3.83
2025-09-19,Emergency,Emergency_2025-09-19,14,55,3.93
2025-09-20,Emergency,Emergency_2025-09-20,11,43,3.91
2025-09-21,Emergency,Emergency_2025-09-21,12,47,3.92
2025-09-22,Emergency,Emergency_2025-09-22,12,46,3.83
2025-09-23,Emergency,Emergency_2025-09-23,11,45,4.09
2025-09-24,Emergency,Emergency_2025-09-24,11,44,4.0
2025-09-25,Emergency,Emergency_2025-09-25,11,43,3.91
2025-09-26,Emergency,Emergency_2025-09-26,10,41,4.1
2025-09-27,Emergency,Emergency_2025-09-27,11,43,3.91
2025-09-28,Emergency,Emergency_2025-09-28,11,44,4.0
2025-09-29,Emergency,Emergency_2025-09-29,12,50,4.17
2025-09-30,Emergency,Emergency_2025-09-30,11,44,4.0
2025-10-01,Emergency,Emergency_2025-10-01,12,47,3.92
2025-10-02,Emergency,Emergency_2025-10-02,11,45,4.09
2025-10-03,Emergency,Emergency_2025-10-03,10,42,4.2
2025-10-04,Emergency,Emergency_2025-10-04,12,48,4.0
2025-10-05,Emergency,Emergency_2025-10-05,12,50,4.17
2025-10-06,Emergency,Emergency_2025-10-06,12,49,4.08
2025-10-07,Emergency,Emergency_2025-10-07,13,53,4.08
2025-10-08,Emergency,Emergency_2025-10-08,12,48,4.0
2025-10-09,Emergency,Emergency_2025-10-09,12,49,4.08
2025-10-10,Emergency,Emergency_2025-10-10,12,49,4.08
2025-10-11,Emergency,Emergency_2025-10-11,11,44,4.0
2025-10-12,Emergency,Emergency_2025-10-12,12,50,4.17
2025-10-13,Emergency,Emergency_2025-10-13,13,51,3.92
2025-10-14,Emergency,Emergency_2025-10-14,11,43,3.91
2025-10-15,Emergency,Emergency_2025-10-15,12,48,4.0
2025-10-16,Emergency,Emergency_2025-10-16,10,39,3.9
2025-10-17,Emergency,Emergency_2025-10-17,13,53,4.08
2025-10-18,Emergency,Emergency_2025-10-18,12,49,4.08
2025-10-19,Emergency,Emergency_2025-10-19,11,43,3.91
2025-10-20,Emergency,Emergency_2025-10-20,14,54,3.86
2025-10-21,Emergency,Emergency_2025-10-21,12,49,4.08
2025-10-22,Emergency,Emergency_2025-10-22,12,49,4.08
2025-10-23,Emergency,Emergency_2025-10-23,12,47,3.92
2025-10-24,Emergency,Emergency_2025-10-24,12,49,4.08
2025-10-25,Emergency,Emergency_2025-10-25,12,47,3.92
2025-10-26,Emergency,Emergency_2025-10-26,11,45,4.09
2025-10-27,Emergency,Emergency_2025-10-27,12,49,4.08
2025-10-28,Emergency,Emergency_2025-10-28,12,46,3.83
2025-10-29,Emergency,Emergency_2025-10-29,11,45,4.09
2025-10-30,Emergency,Emergency_2025-10-30,10,42,4.2
2025-10-31,Emergency,Emergency_2025-10-31,11,44,4.0
2025-11-01,Emergency,Emergency_2025-11-01,10,41,4.1
2025-11-02,Emergency,Emergency_2025-11-02,12,48,4.0
2025-11-03,Emergency,Emergency_2025-11-03,13,51,3.92
2025-11-04,Emergency,Emergency_2025-11-04,13,52,4.0
2025-11-05,Emergency,Emergency_2025-11-05,12,47,3.92
2025-11-06,Emergency,Emergency_2025-11-06,11,45,4.09
2025-11-07,Emergency,Emergency_2025-11-07,12,46,3.83
2025-11-08,Emergency,Emergency_2025-11-08,12,50,4.17
2025-11-09,Emergency,Emergency_2025-11-09,12,49,4.08
2025-11-10,Emergency,Emergency_2025-11-10,11,44,4.0
2025-11-11,Emergency,Emergency_2025-11-11,11,45,4.09
2025-11-12,Emergency,Emergency_2025-11-12,11,45,4.09
2025-11-13,Emergency,Emergency_2025-11-13,13,51,3.92
2025-11-14,Emergency,Emergency_2025-11-14,13,51,3.92
2025-11-15,Emergency,Emergency_2025-11-15,13,51,3.92
2025-11-16,Emergency,Emergency_2025-11-16,12,49,4.08
2025-11-17,Emergency,Emergency_2025-11-17,12,46,3.83
2025-11-18,Emergency,Emergency_2025-11-18,12,47,3.92
2025-11-19,Emergency,Emergency_2025-11-19,11,43,3.91
2025-11-20,Emergency,Emergency_2025-11-20,11,44,4.0
2025-11-21,Emergency,Emergency_2025-11-21,12,49,4.08
2025-11-22,Emergency,Emergency_2025-11-22,12,50,4.17
2025-11-23,Emergency,Emergency_2025-11-23,12,48,4.0
2025-11-24,Emergency,Emergency_2025-11-24,11,45,4.09
2025-11-25,Emergency,Emergency_2025-11-25,12,47,3.92
2025-11-26,Emergency,Emergency_2025-11-26,12,46,3.83
2025-11-27,Emergency,Emergency_2025-11-27,12,46,3.83
2025-11-28,Emergency,Emergency_2025-11-28,11,44,4.0
2025-11-29,Emergency,Emergency_2025-11-29,12,48,4.0
2025-11-30,Emergency,Emergency_2025-11-30,12,48,4.0
2025-12-01,Emergency,Emergency_2025-12-01,12,46,3.83
2025-12-02,Emergency,Emergency_2025-12-02,13,51,3.92
2025-12-03,Emergency,Emergency_2025-12-03,12,49,4.08
2025-12-04,Emergency,Emergency_2025-12-04,12,48,4.0
2025-12-05,Emergency,Emergency_2025-12-05,13,51,3.92
2025-12-06,Emergency,Emergency_2025-12-06,12,46,3.83
2025-12-07,Emergency,Emergency_2025-12-07,12,50,4.17
2025-12-08,Emergency,Emergency_2025-12-08,12,48,4.0
2025-12-09,Emergency,Emergency_2025-12-09,11,43,3.91
2025-12-10,Emergency,Emergency_2025-12-10,12,50,4.17
2025-12-11,Emergency,Emergency_2025-12-11,10,41,4.1
2025-12-12,Emergency,Emergency_2025-12-12,12,48,4.0
2025-12-13,Emergency,Emergency_2025-12-13,11,43,3.91
2025-12-14,Emergency,Emergency_2025-12-14,11,45,4.09
2025-12-15,Emergency,Emergency_2025-12-15,12,49,4.08
2025-12-16,Emergency,Emergency_2025-12-16,12,50,4.17
2025-12-17,Emergency,Emergency_2025-12-17,10,41,4.1
2025-12-18,Emergency,Emergency_2025-12-18,11,45,4.09
2025-12-19,Emergency,Emergency_2025-12-19,11,44,4.0
2025-12-20,Emergency,Emergency_2025-12-20,11,45,4.09
2025-12-21,Emergency,Emergency_2025-12-21,12,47,3.92
2025-12-22,Emergency,Emergency_2025-12-22,13,51,3.92
2025-12-23,Emergency,Emergency_2025-12-23,13,51,3.92
2025-12-24,Emergency,Emergency_2025-12-24,12,49,4.08
2025-12-25,Emergency,Emergency_2025-12-25,12,46,3.83
2025-12-26,Emergency,Emergency_2025-12-26,12,48,4.0
2025-12-27,Emergency,Emergency_2025-12-27,12,47,3.92
2025-12-28,Emergency,Emergency_2025-12-28,10,42,4.2
2025-12-29,Emergency,Emergency_2025-12-29,11,45,4.09
2025-12-30,Emergency,Emergency_2025-12-30,12,46,3.83
2025-12-31,Emergency,Emergency_2025-12-31,12,47,3.92
2024-01-01,ICU,ICU_2024-01-01,18,37,2.06
2024-01-02,ICU,ICU_2024-01-02,17,34,2.0
2024-01-03,ICU,ICU_2024-01-03,19,38,2.0
2024-01-04,ICU,ICU_2024-01-04,17,34,2.0
2024-01-05,ICU,ICU_2024-01-05,19,38,2.0
2024-01-06,ICU,ICU_2024-01-06,20,40,2.0
2024-01-07,ICU,ICU_2024-01-07,18,36,2.0
2024-01-08,ICU,ICU_2024-01-08,18,36,2.0
2024-01-09,ICU,ICU_2024-01-09,18,36,2.0
2024-01-10,ICU,ICU_2024-01-10,18,37,2.06
2024-01-11,ICU,ICU_2024-01-11,18,37,2.06
2024-01-12,ICU,ICU_2024-01-12,18,36,2.0
2024-01-13,ICU,ICU_2024-01-13,20,40,2.0
2024-01-14,ICU,ICU_2024-01-14,17,34,2.0
2024-01-15,ICU,ICU_2024-01-15,19,38,2.0
2024-01-16,ICU,ICU_2024-01-16,18,35,1.94
2024-01-17,ICU,ICU_2024-01-17,18,36,2.0
2024-01-18,ICU,ICU_2024-01-18,18,37,2.06
2024-01-19,ICU,ICU_2024-01-19,19,38,2.0
2024-01-20,ICU,ICU_2024-01-20,17,34,2.0
2024-01-21,ICU,ICU_2024-01-21,18,35,1.94
2024-01-22,ICU,ICU_2024-01-22,16,33,2.06
2024-01-23,ICU,ICU_2024-01-23,20,40,2.0
2024-01-24,ICU,ICU_2024-01-24,18,36,2.0
2024-01-25,ICU,ICU_2024-01-25,17,34,2.0
2024-01-26,ICU,ICU_2024-01-26,18,36,2.0
2024-01-27,ICU,ICU_2024-01-27,19,38,2.0
2024-01-28,ICU,ICU_2024-01-28,18,37,2.06
2024-01-29,ICU,ICU_2024-01-29,18,36,2.0
2024-01-30,ICU,ICU_2024-01-30,18,37,2.06
2024-01-31,ICU,ICU_2024-01-31,18,35,1.94
2024-02-01,ICU,ICU_2024-02-01,20,40,2.0
2024-02-02,ICU,ICU_2024-02-02,20,39,1.95
2024-02-03,ICU,ICU_2024-02-03,18,37,2.06
2024-02-04,ICU,ICU_2024-02-04,18,37,2.06
2024-02-05,ICU,ICU_2024-02-05,18,35,1.94
2024-02-06,ICU,ICU_2024-02-06,18,35,1.94
2024-02-07,ICU,ICU_2024-02-07,17,34,2.0
2024-02-08,ICU,ICU_2024-02-08,18,35,1.94
2024-02-09,ICU,ICU_2024-02-09,18,37,2.06
2024-02-10,ICU,ICU_2024-02-10,20,39,1.95
2024-02-11,ICU,ICU_2024-02-11,18,36,2.0
2024-02-12,ICU,ICU_2024-02-12,20,39,1.95
2024-02-13,ICU,ICU_2024-02-13,18,37,2.06
2024-02-14,ICU,ICU_2024-02-14,20,39,1.95
2024-02-15,ICU,ICU_2024-02-15,18,37,2.06
2024-02-16,ICU,ICU_2024-02-16,16,32,2.0
2024-02-17,ICU,ICU_2024-02-17,18,37,2.06
2024-02-18,ICU,ICU_2024-02-18,18,37,2.06
2024-02-19,ICU,ICU_2024-02-19,19,38,2.0
2024-02-20,ICU,ICU_2024-02-20,18,36,2.0
2024-02-21,ICU,ICU_2024-02-21,18,36,2.0
2024-02-22,ICU,ICU_2024-02-22,16,32,2.0
2024-02-23,ICU,ICU_2024-02-23,18,37,2.06
2024-02-24,ICU,ICU_2024-02-24,18,37,2.06
2024-02-25,ICU,ICU_2024-02-25,20,39,1.95
2024-02-26,ICU,ICU_2024-02-26,20,39,1.95
2024-02-27,ICU,ICU_2024-02-27,19,38,2.0
2024-02-28,ICU,ICU_2024-02-28,20,39,1.95
2024-02-29,ICU,ICU_2024-02-29,18,37,2.06
2024-03-01,ICU,ICU_2024-03-01,18,36,2.0
2024-03-02,ICU,ICU_2024-03-02,18,37,2.06
2024-03-03,ICU,ICU_2024-03-03,18,37,2.06
2024-03-04,ICU,ICU_2024-03-04,18,37,2.06
2024-03-05,ICU,ICU_2024-03-05,20,39,1.95
2024-03-06,ICU,ICU_2024-03-06,18,36,2.0
2024-03-07,ICU,ICU_2024-03-07,18,36,2.0
2024-03-08,ICU,ICU_2024-03-08,18,35,1.94
2024-03-09,ICU,ICU_2024-03-09,20,39,1.95
2024-03-10,ICU,ICU_2024-03-10,20,39,1.95
2024-03-11,ICU,ICU_2024-03-11,20,39,1.95
2024-03-12,ICU,ICU_2024-03-12,18,36,2.0
2024-03-13,ICU,ICU_2024-03-13,19,38,2.0
2024-03-14,ICU,ICU_2024-03-14,18,37,2.06
2024-03-15,ICU,ICU_2024-03-15,18,36,2.0
2024-03-16,ICU,ICU_2024-03-16,20,39,1.95
2024-03-17,ICU,ICU_2024-03-17,20,39,1.95
2024-03-18,ICU,ICU_2024-03-18,16,32,2.0
2024-03-19,ICU,ICU_2024-03-19,20,40,2.0
2024-03-20,ICU,ICU_2024-03-20,18,36,2.0
2024-03-21,ICU,ICU_2024-03-21,16,31,1.94
2024-03-22,ICU,ICU_2024-03-22,17,34,2.0
2024-03-23,ICU,ICU_2024-03-23,18,37,2.06
2024-03-24,ICU,ICU_2024-03-24,20,40,2.0
2024-03-25,ICU,ICU_2024-03-25,19,38,2.0
2024-03-26,ICU,ICU_2024-03-26,18,35,1.94
2024-03-27,ICU,ICU_2024-03-27,18,36,2.0
2024-03-28,ICU,ICU_2024-03-28,18,35,1.94
2024-03-29,ICU,ICU_2024-03-29,20,39,1.95
2024-03-30,ICU,ICU_2024-03-30,19,38,2.0
2024-03-31,ICU,ICU_2024-03-31,18,37,2.06
2024-04-01,ICU,ICU_2024-04-01,17,34,2.0
2024-04-02,ICU,ICU_2024-04-02,16,33,2.06
2024-04-03,ICU,ICU_2024-04-03,17,34,2.0
2024-04-04,ICU,ICU_2024-04-04,19,38,2.0
2024-04-05,ICU,ICU_2024-04-05,19,38,2.0
2024-04-06,ICU,ICU_2024-04-06,18,37,2.06
2024-04-07,ICU,ICU_2024-04-07,19,38,2.0
2024-04-08,ICU,ICU_2024-04-08,18,37,2.06
2024-04-09,ICU,ICU_2024-04-09,18,37,2.06
2024-04-10,ICU,ICU_2024-04-10,18,35,1.94
2024-04-11,ICU,ICU_2024-04-11,18,37,2.06
2024-04-12,ICU,ICU_2024-04-12,20,39,1.95
2024-04-13,ICU,ICU_2024-04-13,17,34,2.0
2024-04-14,ICU,ICU_2024-04-14,18,36,2.0
2024-04-15,ICU,ICU_2024-04-15,18,36,2.0
2024-04-16,ICU,ICU_2024-04-16,18,36,2.0
2024-04-17,ICU,ICU_2024-04-17,18,35,1.94
2024-04-18,ICU,ICU_2024-04-18,17,34,2.0
2024-04-19,ICU,ICU_2024-04-19,20,39,1.95
2024-04-20,ICU,ICU_2024-04-20,17,34,2.0
2024-04-21,ICU,ICU_2024-04-21,18,36,2.0
2024-04-22,ICU,ICU_2024-04-22,18,37,2.06
2024-04-23,ICU,ICU_2024-04-23,16,33,2.06
2024-04-24,ICU,ICU_2024-04-24,20,40,2.0
2024-04-25,ICU,ICU_2024-04-25,16,32,2.0
2024-04-26,ICU,ICU_2024-04-26,18,37,2.06
2024-04-27,ICU,ICU_2024-04-27,17,34,2.0
2024-04-28,ICU,ICU_2024-04-28,17,34,2.0
2024-04-29,ICU,ICU_2024-04-29,16,33,2.06
2024-04-30,ICU,ICU_2024-04-30,16,33,2.06
2024-05-01,ICU,ICU_2024-05-01,18,35,1.94
2024-05-02,ICU,ICU_2024-05-02,17,34,2.0
2024-05-03,ICU,ICU_2024-05-03,17,34,2.0
2024-05-04,ICU,ICU_2024-05-04,20,39,1.95
2024-05-05,ICU,ICU_2024-05-05,18,36,2.0
2024-05-06,ICU,ICU_2024-05-06,19,38,2.0
2024-05-07,ICU,ICU_2024-05-07,18,37,2.06
2024-05-08,ICU,ICU_2024-05-08,19,38,2.0
2024-05-09,ICU,ICU_2024-05-09,18,35,1.94
2024-05-10,ICU,ICU_2024-05-10,18,35,1.94
2024-05-11,ICU,ICU_2024-05-11,18,36,2.0
2024-05-12,ICU,ICU_2024-05-12,20,39,1.95
2024-05-13,ICU,ICU_2024-05-13,18,35,1.94
2024-05-14,ICU,ICU_2024-05-14,18,36,2.0
2024-05-15,ICU,ICU_2024-05-15,20,39,1.95
2024-05-16,ICU,ICU_2024-05-16,20,40,2.0
2024-05-17,ICU,ICU_2024-05-17,17,34,2.0
2024-05-18,ICU,ICU_2024-05-18,20,39,1.95
2024-05-19,ICU,ICU_2024-05-19,18,37,2.06
2024-05-20,ICU,ICU_2024-05-20,16,31,1.94
2024-05-21,ICU,ICU_2024-05-21,18,35,1.94
2024-05-22,ICU,ICU_2024-05-22,18,35,1.94
2024-05-23,ICU,ICU_2024-05-23,18,35,1.94
2024-05-24,ICU,ICU_2024-05-24,18,36,2.0
2024-05-25,ICU,ICU_2024-05-25,18,37,2.06
2024-05-26,ICU,ICU_2024-05-26,17,34,2.0
2024-05-27,ICU,ICU_2024-05-27,18,35,1.94
